               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10955,             0.02729,                   0,             0.45186,              0.2907,             0.36097,             0.11012,            0.062578,            0.013784,                   0,              0.0883,              0.0013,              0.0013
                   1,             0.08206,            0.024154,                   0,             0.67865,              0.5814,             0.72327,             0.35171,            0.044307,            0.011189,                   0,            0.075698,           0.0026982,           0.0026982
                   2,            0.069261,            0.020035,                   0,             0.76489,              0.7907,             0.86034,             0.41649,            0.043892,           0.0079479,                   0,            0.063095,           0.0040946,           0.0040946
                   3,            0.063048,            0.017871,                   0,             0.77577,              0.7907,             0.84436,             0.41607,            0.046138,           0.0063207,                   0,            0.050489,           0.0054891,           0.0054891
                   4,            0.058388,            0.017309,                   0,             0.86117,             0.86556,             0.89949,             0.45932,            0.040128,           0.0061684,                   0,            0.037882,           0.0068818,           0.0068818
                   5,            0.053958,            0.015874,                   0,             0.74234,             0.83752,             0.88455,             0.42528,            0.039322,           0.0056255,                   0,            0.025273,           0.0082726,           0.0082726
                   6,            0.050078,            0.015711,                   0,             0.77564,             0.72093,             0.81056,             0.45138,            0.034985,           0.0064869,                   0,            0.012662,           0.0096616,           0.0096616
                   7,            0.047502,            0.015345,                   0,             0.87997,             0.76723,             0.90016,             0.46462,            0.032206,           0.0071409,                   0,           0.0099538,           0.0099538,           0.0099538
                   8,            0.046099,            0.015135,                   0,             0.42768,             0.65116,             0.51114,             0.20861,            0.052642,            0.011101,                   0,           0.0099538,           0.0099538,           0.0099538
                   9,            0.042094,            0.014428,                   0,             0.62242,             0.70922,             0.65145,             0.33722,            0.040602,           0.0077608,                   0,           0.0099472,           0.0099472,           0.0099472
                  10,            0.042845,            0.013782,                   0,             0.36625,             0.38304,             0.26506,             0.10233,             0.04917,            0.010593,                   0,           0.0099406,           0.0099406,           0.0099406
                  11,            0.040922,             0.01408,                   0,             0.59042,             0.46512,             0.50042,             0.24324,            0.043694,            0.008924,                   0,            0.009934,            0.009934,            0.009934
                  12,            0.040459,            0.013572,                   0,             0.72045,              0.7093,              0.7055,             0.36405,            0.035915,           0.0087588,                   0,           0.0099274,           0.0099274,           0.0099274
                  13,            0.038382,             0.01336,                   0,             0.51479,             0.46512,             0.42426,             0.18596,            0.045116,           0.0094695,                   0,           0.0099208,           0.0099208,           0.0099208
                  14,            0.037281,            0.012821,                   0,             0.70529,             0.61628,             0.61157,              0.3295,            0.033911,           0.0084081,                   0,           0.0099142,           0.0099142,           0.0099142
                  15,            0.037034,            0.012934,                   0,              0.7827,             0.67017,             0.69286,             0.33115,            0.039204,           0.0088048,                   0,           0.0099076,           0.0099076,           0.0099076
                  16,            0.038563,            0.013225,                   0,             0.75843,             0.80233,             0.85245,             0.46972,            0.031114,            0.007093,                   0,            0.009901,            0.009901,            0.009901
                  17,            0.038139,            0.012866,                   0,             0.73616,             0.81395,             0.79406,             0.46848,            0.036991,           0.0065653,                   0,           0.0098944,           0.0098944,           0.0098944
                  18,             0.03682,            0.012536,                   0,             0.82151,              0.7907,             0.85369,             0.52161,            0.025563,            0.005976,                   0,           0.0098878,           0.0098878,           0.0098878
                  19,            0.035818,            0.012349,                   0,             0.91355,             0.86015,             0.94131,             0.54239,            0.026366,           0.0057929,                   0,           0.0098812,           0.0098812,           0.0098812
                  20,            0.033483,            0.011944,                   0,             0.67177,             0.73256,             0.73808,             0.44202,             0.04059,            0.007571,                   0,           0.0098746,           0.0098746,           0.0098746
                  21,            0.034348,            0.011753,                   0,             0.77683,             0.74419,             0.80091,             0.42078,            0.029056,           0.0069001,                   0,            0.009868,            0.009868,            0.009868
                  22,            0.033468,             0.01221,                   0,             0.74603,             0.81979,             0.82511,             0.48342,            0.030913,           0.0064967,                   0,           0.0098614,           0.0098614,           0.0098614
                  23,            0.033458,            0.011756,                   0,             0.80687,             0.75581,             0.81812,             0.50333,            0.033912,           0.0067902,                   0,           0.0098548,           0.0098548,           0.0098548
                  24,            0.033477,            0.011391,                   0,             0.77666,             0.72787,             0.76566,             0.44456,            0.034884,           0.0075064,                   0,           0.0098482,           0.0098482,           0.0098482
                  25,            0.033376,            0.011593,                   0,             0.81762,             0.88619,             0.89534,             0.55637,            0.021835,           0.0061891,                   0,           0.0098416,           0.0098416,           0.0098416
                  26,            0.032329,             0.01152,                   0,             0.87376,             0.88532,             0.93601,             0.61093,            0.022674,           0.0055897,                   0,            0.009835,            0.009835,            0.009835
                  27,             0.03204,            0.011288,                   0,             0.82983,             0.84884,             0.87974,             0.57978,            0.023831,           0.0057793,                   0,           0.0098284,           0.0098284,           0.0098284
                  28,            0.032097,            0.011208,                   0,             0.88646,             0.82558,             0.90529,             0.58314,            0.026374,           0.0059991,                   0,           0.0098218,           0.0098218,           0.0098218
                  29,            0.031356,            0.011118,                   0,             0.71377,             0.67442,             0.65063,             0.38231,            0.034304,           0.0084984,                   0,           0.0098152,           0.0098152,           0.0098152
                  30,            0.033029,            0.011267,                   0,             0.84149,             0.80233,             0.85494,             0.54863,            0.024484,           0.0060842,                   0,           0.0098086,           0.0098086,           0.0098086
                  31,            0.030745,             0.01084,                   0,             0.78713,             0.90698,             0.89837,             0.62683,             0.02408,           0.0050554,                   0,            0.009802,            0.009802,            0.009802
                  32,            0.029733,            0.010559,                   0,             0.87503,             0.87209,             0.92739,             0.64037,            0.024702,           0.0051453,                   0,           0.0097954,           0.0097954,           0.0097954
                  33,            0.030329,            0.010702,                   0,             0.91082,             0.77907,             0.83358,             0.54275,            0.025686,           0.0064692,                   0,           0.0097888,           0.0097888,           0.0097888
                  34,            0.030609,            0.010864,                   0,             0.87265,             0.72093,             0.82307,             0.53174,            0.031579,           0.0065327,                   0,           0.0097822,           0.0097822,           0.0097822
                  35,            0.029022,            0.010197,                   0,                0.88,             0.76744,             0.84384,             0.59888,            0.025645,            0.006489,                   0,           0.0097756,           0.0097756,           0.0097756
                  36,            0.030119,            0.010634,                   0,             0.89897,             0.93119,             0.93718,             0.57992,            0.026141,           0.0058942,                   0,            0.009769,            0.009769,            0.009769
                  37,            0.029539,            0.010484,                   0,             0.86956,             0.86047,              0.9016,             0.57397,            0.028092,           0.0063083,                   0,           0.0097624,           0.0097624,           0.0097624
                  38,            0.028212,            0.010153,                   0,             0.82211,             0.76744,             0.82743,             0.50349,            0.028663,           0.0067797,                   0,           0.0097558,           0.0097558,           0.0097558
                  39,            0.027911,            0.010661,                   0,             0.81904,             0.83721,             0.85125,             0.53208,             0.02973,           0.0067596,                   0,           0.0097492,           0.0097492,           0.0097492
                  40,            0.029454,            0.010383,                   0,             0.80868,             0.83558,             0.82956,             0.52214,            0.028427,           0.0066998,                   0,           0.0097426,           0.0097426,           0.0097426
                  41,            0.028375,           0.0099616,                   0,             0.91775,             0.88372,             0.94488,             0.60677,            0.026761,           0.0054507,                   0,            0.009736,            0.009736,            0.009736
                  42,            0.029275,            0.010117,                   0,              0.9194,             0.84884,             0.92623,             0.67486,            0.024478,           0.0052955,                   0,           0.0097294,           0.0097294,           0.0097294
                  43,            0.027961,           0.0097561,                   0,             0.85823,             0.84472,             0.89775,             0.62904,             0.02159,           0.0056543,                   0,           0.0097228,           0.0097228,           0.0097228
                  44,             0.02806,            0.010148,                   0,             0.86985,             0.84884,             0.88772,             0.60284,            0.034734,           0.0059526,                   0,           0.0097162,           0.0097162,           0.0097162
                  45,              0.0279,             0.01002,                   0,              0.7719,              0.7907,             0.81683,             0.51929,            0.026021,           0.0065906,                   0,           0.0097096,           0.0097096,           0.0097096
                  46,            0.026645,           0.0099266,                   0,             0.82842,             0.84884,             0.90198,             0.62061,            0.024269,           0.0060034,                   0,            0.009703,            0.009703,            0.009703
                  47,            0.027646,           0.0095422,                   0,             0.91687,             0.90698,             0.95044,             0.65086,            0.022936,           0.0053289,                   0,           0.0096964,           0.0096964,           0.0096964
                  48,            0.027209,           0.0097803,                   0,             0.86934,              0.7737,             0.81565,             0.53667,            0.027075,           0.0070131,                   0,           0.0096898,           0.0096898,           0.0096898
                  49,            0.027603,           0.0095499,                   0,             0.93565,             0.84535,             0.90319,             0.63713,             0.02184,           0.0058048,                   0,           0.0096832,           0.0096832,           0.0096832
                  50,            0.027962,           0.0098585,                   0,             0.84618,             0.89535,             0.91894,             0.52429,            0.028553,           0.0064092,                   0,           0.0096766,           0.0096766,           0.0096766
                  51,            0.026655,           0.0098615,                   0,             0.81333,             0.80233,             0.86423,             0.54032,            0.026374,            0.006454,                   0,             0.00967,             0.00967,             0.00967
                  52,            0.027118,           0.0095216,                   0,             0.88732,             0.82412,             0.88987,             0.56299,             0.02607,           0.0062149,                   0,           0.0096634,           0.0096634,           0.0096634
                  53,            0.026492,           0.0094843,                   0,             0.72724,              0.7131,             0.76801,             0.43489,            0.038949,           0.0077085,                   0,           0.0096568,           0.0096568,           0.0096568
                  54,            0.026845,           0.0094462,                   0,             0.87787,             0.91944,             0.93601,             0.65917,            0.028539,           0.0051372,                   0,           0.0096502,           0.0096502,           0.0096502
                  55,            0.026236,            0.009427,                   0,             0.90333,             0.90698,              0.9328,             0.58706,            0.025817,           0.0057797,                   0,           0.0096436,           0.0096436,           0.0096436
                  56,            0.026272,           0.0095767,                   0,             0.85992,             0.85657,             0.91247,             0.62144,            0.017934,           0.0060797,                   0,            0.009637,            0.009637,            0.009637
                  57,            0.026107,            0.009369,                   0,             0.90797,             0.89535,             0.92608,             0.65975,            0.023227,           0.0055103,                   0,           0.0096304,           0.0096304,           0.0096304
                  58,            0.026026,           0.0096334,                   0,             0.91889,             0.88372,             0.91258,              0.5876,            0.022755,           0.0061948,                   0,           0.0096238,           0.0096238,           0.0096238
                  59,            0.025374,           0.0096006,                   0,             0.92328,             0.82558,             0.92899,               0.626,            0.025376,           0.0065634,                   0,           0.0096172,           0.0096172,           0.0096172
                  60,             0.02599,           0.0095343,                   0,             0.86618,             0.74419,             0.86424,             0.54938,            0.032011,           0.0073776,                   0,           0.0096106,           0.0096106,           0.0096106
                  61,            0.025935,             0.00933,                   0,             0.89972,             0.83463,             0.87109,             0.61177,            0.021582,           0.0063198,                   0,            0.009604,            0.009604,            0.009604
                  62,            0.025577,           0.0090617,                   0,             0.91394,             0.86439,             0.92189,             0.64026,             0.02377,           0.0064375,                   0,           0.0095974,           0.0095974,           0.0095974
                  63,             0.02564,           0.0095605,                   0,             0.84662,             0.87209,              0.9116,             0.64503,            0.028261,           0.0056856,                   0,           0.0095908,           0.0095908,           0.0095908
                  64,            0.025186,           0.0091418,                   0,             0.85979,             0.85566,             0.86705,             0.58723,            0.022876,           0.0069602,                   0,           0.0095842,           0.0095842,           0.0095842
                  65,            0.025272,            0.009492,                   0,             0.96814,             0.80233,             0.93411,              0.6667,             0.02066,           0.0053372,                   0,           0.0095776,           0.0095776,           0.0095776
                  66,            0.024328,           0.0092865,                   0,             0.91936,             0.92805,             0.95783,             0.68454,            0.022563,           0.0055709,                   0,            0.009571,            0.009571,            0.009571
                  67,            0.025627,           0.0093338,                   0,             0.85582,             0.83721,             0.89867,             0.60684,            0.020284,           0.0069149,                   0,           0.0095644,           0.0095644,           0.0095644
                  68,            0.024265,           0.0089354,                   0,             0.86092,             0.83721,              0.8972,             0.62756,             0.02634,           0.0064437,                   0,           0.0095578,           0.0095578,           0.0095578
                  69,            0.023879,           0.0090659,                   0,             0.86733,             0.89535,             0.95344,             0.66314,            0.021717,           0.0055285,                   0,           0.0095512,           0.0095512,           0.0095512
                  70,            0.024109,            0.008988,                   0,             0.87271,               0.877,             0.91764,             0.63171,            0.022385,           0.0062685,                   0,           0.0095446,           0.0095446,           0.0095446
                  71,            0.024084,           0.0090343,                   0,             0.91667,             0.94186,             0.95786,             0.65325,            0.021975,           0.0061102,                   0,            0.009538,            0.009538,            0.009538
                  72,            0.024168,           0.0087551,                   0,             0.95125,             0.90765,             0.96246,             0.69869,            0.020182,           0.0053022,                   0,           0.0095314,           0.0095314,           0.0095314
                  73,            0.024438,           0.0089561,                   0,             0.84873,              0.9186,             0.93148,             0.57801,            0.030544,           0.0064716,                   0,           0.0095248,           0.0095248,           0.0095248
                  74,            0.024073,           0.0087908,                   0,             0.92984,             0.92467,             0.96557,             0.64981,            0.024152,           0.0058882,                   0,           0.0095182,           0.0095182,           0.0095182
                  75,            0.024258,           0.0089414,                   0,              0.9075,             0.91265,             0.94749,             0.59748,            0.024109,             0.00649,                   0,           0.0095116,           0.0095116,           0.0095116
                  76,            0.023699,           0.0089491,                   0,             0.90003,             0.83747,             0.90433,             0.60725,            0.030273,           0.0064456,                   0,            0.009505,            0.009505,            0.009505
                  77,            0.023722,           0.0088841,                   0,             0.94488,             0.83721,             0.93266,              0.6095,             0.02706,           0.0062122,                   0,           0.0094984,           0.0094984,           0.0094984
                  78,             0.02396,           0.0087262,                   0,             0.88622,             0.81514,             0.90271,              0.5851,            0.028696,           0.0058849,                   0,           0.0094918,           0.0094918,           0.0094918
                  79,            0.024316,           0.0087954,                   0,             0.87711,             0.91294,             0.94457,             0.62855,            0.023835,           0.0059106,                   0,           0.0094852,           0.0094852,           0.0094852
                  80,            0.024004,           0.0089598,                   0,             0.98674,             0.95349,             0.96572,             0.65357,            0.027812,           0.0064228,                   0,           0.0094786,           0.0094786,           0.0094786
                  81,            0.023129,           0.0086996,                   0,             0.90207,             0.90698,             0.94511,             0.65853,            0.022826,           0.0059505,                   0,            0.009472,            0.009472,            0.009472
                  82,            0.023468,           0.0088307,                   0,             0.97502,             0.93023,             0.97026,             0.69359,            0.021066,            0.005132,                   0,           0.0094654,           0.0094654,           0.0094654
                  83,            0.022981,           0.0089121,                   0,             0.89966,             0.93837,             0.96126,             0.65012,            0.025215,           0.0060761,                   0,           0.0094588,           0.0094588,           0.0094588
                  84,            0.024147,           0.0088797,                   0,             0.89387,             0.89535,             0.94557,             0.62635,            0.023503,           0.0058393,                   0,           0.0094522,           0.0094522,           0.0094522
                  85,            0.022656,           0.0089307,                   0,             0.90299,             0.77907,             0.86083,              0.5521,            0.029126,            0.007092,                   0,           0.0094456,           0.0094456,           0.0094456
                  86,            0.023434,           0.0087643,                   0,             0.94497,             0.84884,             0.93011,             0.64133,            0.022685,           0.0062602,                   0,            0.009439,            0.009439,            0.009439
                  87,            0.023357,           0.0090021,                   0,             0.90744,             0.82558,             0.90138,             0.64168,            0.020466,           0.0062096,                   0,           0.0094324,           0.0094324,           0.0094324
                  88,            0.023742,           0.0083613,                   0,             0.98004,             0.87209,             0.94759,             0.67768,            0.028139,            0.005816,                   0,           0.0094258,           0.0094258,           0.0094258
                  89,            0.022909,           0.0088913,                   0,             0.89508,             0.89283,              0.9291,             0.67951,             0.02115,           0.0064232,                   0,           0.0094192,           0.0094192,           0.0094192
                  90,            0.022663,           0.0088122,                   0,             0.95938,             0.82382,             0.92723,              0.6512,            0.021759,           0.0060365,                   0,           0.0094126,           0.0094126,           0.0094126
                  91,              0.0226,           0.0086591,                   0,              0.9249,             0.85922,             0.92722,             0.68617,            0.024008,           0.0055108,                   0,            0.009406,            0.009406,            0.009406
                  92,            0.022997,           0.0089191,                   0,             0.83174,             0.83721,             0.90276,             0.59198,            0.025774,           0.0062473,                   0,           0.0093994,           0.0093994,           0.0093994
                  93,            0.022508,           0.0083093,                   0,             0.84634,             0.76854,             0.88351,             0.56738,            0.027599,           0.0067048,                   0,           0.0093928,           0.0093928,           0.0093928
                  94,            0.021825,           0.0087923,                   0,             0.91275,              0.8515,             0.91991,             0.65909,             0.02448,            0.005789,                   0,           0.0093862,           0.0093862,           0.0093862
                  95,            0.022287,            0.008533,                   0,             0.98066,             0.84884,             0.93485,             0.65818,            0.025281,           0.0062737,                   0,           0.0093796,           0.0093796,           0.0093796
                  96,            0.022494,           0.0084501,                   0,             0.87697,             0.91178,             0.95964,             0.66146,            0.022155,           0.0060997,                   0,            0.009373,            0.009373,            0.009373
                  97,            0.023249,           0.0084076,                   0,             0.85879,             0.89535,             0.92782,             0.66293,            0.021059,           0.0054462,                   0,           0.0093664,           0.0093664,           0.0093664
                  98,            0.022956,           0.0079707,                   0,             0.90439,             0.87991,             0.94071,             0.66779,            0.022772,           0.0054872,                   0,           0.0093598,           0.0093598,           0.0093598
                  99,            0.022656,           0.0083514,                   0,             0.88407,             0.88673,             0.93325,             0.67763,            0.025258,           0.0052454,                   0,           0.0093532,           0.0093532,           0.0093532
                 100,            0.023136,           0.0084382,                   0,             0.92736,             0.89077,             0.92845,             0.65406,            0.030315,           0.0057952,                   0,           0.0093466,           0.0093466,           0.0093466
                 101,            0.022243,             0.00861,                   0,             0.93646,             0.89535,              0.9352,             0.64167,            0.027641,           0.0054557,                   0,             0.00934,             0.00934,             0.00934
                 102,            0.022534,           0.0083298,                   0,             0.91657,             0.88372,             0.92778,             0.62808,            0.024105,           0.0063858,                   0,           0.0093334,           0.0093334,           0.0093334
                 103,            0.022791,           0.0082886,                   0,             0.84254,             0.86047,             0.90983,             0.62278,            0.022175,           0.0067413,                   0,           0.0093268,           0.0093268,           0.0093268
                 104,            0.022863,           0.0082063,                   0,             0.78329,             0.84884,             0.83533,             0.56264,            0.026521,           0.0074956,                   0,           0.0093202,           0.0093202,           0.0093202
                 105,            0.022794,           0.0085297,                   0,             0.93271,             0.80595,              0.8808,             0.64496,            0.026696,            0.006521,                   0,           0.0093136,           0.0093136,           0.0093136
