   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.92272,             0.83307,             0.93552,             0.64095,            0.030665,           0.0094519,                   0,             0.00781,                0.01,             0.89665,             0.00064,              2.8151,                0.95,             0.16146,             0.04876,             0.37702,              1.2592,               1.068,             0.61882,                 0.2,              7.4714,                   0,              0.0057,             0.80582,             0.62318,                   0,             0.07194,             0.40672,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93623,             0.89535,             0.95199,             0.62768,            0.028214,           0.0090202,                   0,             0.00899,             0.01372,             0.89707,             0.00067,               2.497,                0.95,             0.16663,             0.04857,             0.36182,              1.4188,               1.023,             0.60355,                 0.2,              7.4714,                   0,             0.00695,             0.76338,             0.62491,                   0,              0.0792,             0.47773,                   0,                   0,                   0,                 0.5,             0.97813,                   0,                   0,                   2
             0.90012,             0.87209,             0.94279,             0.65753,            0.028147,            0.010007,                   0,             0.00846,             0.01228,             0.88524,             0.00063,              2.7472,             0.91166,             0.15095,             0.04883,             0.38074,              1.4151,              1.1376,             0.61095,                 0.2,              7.8254,                   0,             0.00652,              0.7279,             0.59167,                   0,             0.07302,             0.48311,                   0,                   0,                   0,                 0.5,             0.98292,                   0,                   0,                   2
             0.91783,             0.86047,             0.94195,              0.6429,            0.027317,           0.0094451,                   0,             0.00843,             0.01233,             0.89858,             0.00063,              2.8209,                0.95,             0.15097,             0.05095,             0.38135,               1.398,              1.0668,             0.59952,                 0.2,               7.518,                   0,             0.00666,              0.7279,             0.59002,                   0,             0.07291,             0.47773,                   0,                   0,                   0,                 0.5,             0.96877,                   0,                   0,                2.02
             0.92563,             0.86839,             0.93545,             0.64943,            0.030193,            0.010005,                   0,             0.00883,             0.01204,             0.88902,             0.00062,              2.8061,                0.95,             0.15095,             0.05051,             0.33765,              1.5251,              1.1441,             0.60355,                 0.2,              7.1937,                   0,             0.00671,             0.77684,             0.55964,                   0,             0.07523,             0.46527,                   0,                   0,                   0,                 0.5,             0.99118,                   0,                   0,                   2
              0.9137,             0.86179,             0.91957,             0.61777,            0.035537,           0.0097147,                   0,             0.00848,             0.01223,             0.89788,             0.00063,              2.6923,             0.89131,             0.15095,             0.05808,             0.36964,              1.3296,               1.068,             0.60742,                 0.2,              7.3037,                   0,             0.00798,             0.62855,             0.58656,                   0,             0.06207,             0.40897,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.95023,             0.88798,             0.95711,             0.66274,             0.02805,            0.009178,                   0,             0.00803,             0.01235,             0.89506,             0.00064,              2.8151,                0.95,             0.15095,             0.05053,             0.37186,              1.4698,              1.0509,             0.59592,                 0.2,              7.4714,                   0,             0.00697,             0.75315,             0.55421,                   0,             0.07427,              0.4645,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.3132
             0.92573,             0.86962,             0.94348,              0.6144,            0.029046,            0.012089,                   0,             0.00803,             0.01551,             0.83365,             0.00077,              2.9567,                0.95,             0.15908,             0.04888,             0.43332,              1.6582,              1.0509,             0.70531,                 0.2,              7.4714,                   0,             0.00693,                 0.9,             0.62888,                   0,             0.07427,             0.38575,                   0,                   0,                   0,                 0.5,             0.98316,                   0,                   0,              3.6271
             0.92693,               0.885,             0.95673,             0.61315,            0.027075,            0.009159,                   0,             0.00776,             0.01235,             0.90665,             0.00064,              2.7849,                0.95,              0.1572,             0.04951,             0.38938,              1.5253,              1.0514,             0.59868,                 0.2,              7.2739,                   0,             0.00697,             0.71831,             0.58805,                   0,             0.07289,             0.46809,                   0,                   0,                   0,                 0.5,             0.94213,                   0,                   0,              2.4465
              0.9025,             0.89535,             0.94917,             0.64323,            0.028232,           0.0092645,                   0,             0.00806,              0.0123,             0.89609,             0.00064,              2.8277,             0.94406,             0.15156,              0.0509,             0.37186,              1.4779,              1.0509,             0.59977,                 0.2,              7.4649,                   0,             0.00691,             0.74627,             0.55754,                   0,             0.07401,             0.46624,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.2631
             0.90415,             0.90698,             0.94844,             0.64873,            0.025475,            0.008236,                   0,             0.00803,               0.012,             0.84746,             0.00073,              2.6299,                0.95,             0.14994,             0.04633,             0.37186,              1.3691,             0.88867,             0.59592,                 0.2,              6.5206,                   0,              0.0069,             0.66653,             0.55421,                   0,              0.0673,             0.40306,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.4594
             0.91051,             0.89535,             0.94744,             0.61885,            0.036457,            0.010695,                   0,             0.00857,             0.01235,             0.89506,             0.00064,              2.8151,             0.86086,             0.15232,             0.05843,             0.29514,              1.2061,              1.1817,             0.62729,                 0.2,                   8,                   0,             0.00724,             0.75315,             0.52655,                   0,             0.09331,             0.48753,                   0,                   0,                   0,                 0.5,             0.99029,                   0,                   0,                   2
             0.91261,             0.84997,              0.9367,              0.6114,            0.031039,           0.0094743,                   0,             0.00803,             0.01321,             0.89407,             0.00064,              2.9129,                0.95,             0.15016,             0.04869,             0.37848,              1.4389,              1.0618,             0.64605,                 0.2,              7.4072,                   0,             0.00712,             0.75315,             0.53479,                   0,             0.07132,             0.48714,                   0,                   0,                   0,                 0.5,             0.98831,                   0,                   0,              2.0726
             0.91041,             0.84884,             0.92921,             0.63121,            0.034226,           0.0095191,                   0,             0.00703,             0.01116,             0.90118,             0.00064,              2.4899,                0.95,             0.12643,             0.06048,             0.37642,              1.7872,              1.0509,             0.50943,                 0.2,              7.4714,                   0,             0.00725,             0.75315,             0.58643,                   0,             0.07427,             0.48577,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                3.07
             0.92362,              0.9186,              0.9488,             0.62393,            0.028152,           0.0096645,                   0,             0.00768,             0.01164,              0.9016,             0.00061,              2.8151,                0.95,             0.16083,             0.05053,              0.3679,              1.3852,              1.0218,              0.5788,                 0.2,              7.4813,                   0,             0.00723,             0.79753,             0.55421,                   0,              0.0712,             0.45111,                   0,                   0,                   0,                 0.5,             0.95858,                   0,                   0,              2.6475
             0.91651,             0.89354,              0.9449,             0.64849,            0.029371,            0.010254,                   0,             0.00877,             0.01174,             0.87577,             0.00064,              3.3677,             0.87845,             0.15095,             0.04842,             0.30236,              1.4439,              1.1634,             0.59592,                 0.2,              7.4714,                   0,             0.00805,             0.62788,             0.58951,                   0,              0.0864,             0.53377,                   0,                   0,                   0,                 0.5,             0.83728,                   0,                   0,              2.3132
             0.89096,             0.85515,             0.94543,             0.58784,            0.031623,           0.0079937,                   0,             0.00803,             0.01362,             0.89506,             0.00056,              2.9471,             0.74968,             0.15095,             0.04853,             0.28943,              1.1724,             0.84445,             0.59592,                 0.2,                   8,                   0,             0.00759,             0.66833,             0.55493,                   0,             0.07427,             0.38334,                   0,                   0,                   0,                 0.5,               0.958,                   0,                   0,              2.3132
             0.89851,             0.81395,             0.94795,             0.59902,            0.031856,            0.010537,                   0,             0.00957,              0.0115,             0.76256,              0.0007,              2.9108,             0.65785,             0.16599,              0.0493,              0.3193,              1.0696,              1.0509,             0.60253,                 0.2,              7.4714,                   0,             0.00764,             0.87113,             0.47322,                   0,             0.06818,              0.4645,                   0,                   0,                   0,                 0.5,             0.93512,                   0,                   0,                   2
             0.90318,             0.86784,             0.93383,             0.63957,            0.029533,           0.0072795,                   0,             0.00663,             0.01235,             0.89506,             0.00081,              2.8151,                0.95,             0.17114,             0.05445,             0.25923,              1.0561,             0.73693,                 0.5,                 0.2,              7.5792,                   0,             0.00697,                 0.9,             0.55421,                   0,             0.08809,             0.58659,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              3.0603
             0.91971,             0.87209,             0.94997,             0.65467,            0.035453,           0.0087874,                   0,             0.01047,             0.01235,             0.89506,             0.00063,              2.7765,                0.95,             0.16501,             0.06466,             0.41547,              1.4698,              1.0509,                 0.5,                 0.2,              7.3012,                   0,             0.00697,             0.75315,             0.61837,                   0,              0.0501,              0.4645,                   0,                   0,                   0,                 0.5,             0.83696,                   0,                   0,                   2
             0.91449,             0.87045,             0.95278,             0.64085,             0.03029,           0.0091817,                   0,             0.00737,             0.01235,             0.90717,             0.00067,                2.87,             0.94628,             0.13357,             0.05101,             0.38882,              1.3656,              1.0205,             0.55265,                 0.2,              7.8452,                   0,              0.0071,             0.77919,             0.56904,                   0,             0.07427,             0.46922,                   0,                   0,                   0,                 0.5,             0.90887,                   0,                   0,              2.5657
              0.8951,             0.89304,             0.94177,             0.65552,              0.0306,            0.010072,                   0,             0.00818,             0.01175,             0.89506,             0.00068,              2.7019,                0.95,             0.14673,             0.05263,             0.43271,              1.5632,              1.0509,             0.59592,                 0.2,              7.4714,                   0,             0.00774,             0.75315,             0.48809,                   0,             0.07293,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7905
             0.92803,             0.89964,             0.95837,             0.63072,            0.031252,           0.0091356,                   0,             0.00797,             0.01227,             0.89642,             0.00064,              2.7926,                0.95,             0.14996,             0.05026,             0.38032,              1.4837,              1.0522,              0.6054,                 0.2,              7.7091,                   0,             0.00697,             0.75315,             0.55421,                   0,             0.07322,             0.46052,                   0,                   0,                   0,                 0.5,             0.98992,                   0,                   0,              2.3096
             0.89056,             0.85161,             0.93784,             0.61515,            0.041268,           0.0081149,                   0,             0.00691,             0.01475,             0.85201,             0.00049,              3.4556,                0.95,             0.14642,             0.06661,             0.33262,              1.4698,             0.92209,                 0.5,                 0.2,              7.4714,                   0,             0.00697,             0.75501,             0.52583,                   0,             0.05315,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93135,             0.82558,             0.94254,             0.65658,             0.02888,           0.0087601,                   0,             0.00867,             0.01221,             0.90318,             0.00064,              2.9015,                0.95,             0.15078,             0.05053,             0.37186,              1.4557,              1.0184,             0.59226,                 0.2,              7.4714,                   0,             0.00682,             0.75315,             0.55953,                   0,             0.07862,              0.4645,                   0,                   0,                   0,                 0.5,             0.98592,                   0,                   0,              2.0029
             0.92604,             0.87356,             0.94468,             0.65182,            0.025099,            0.012467,                   0,             0.00793,             0.01077,              0.9051,             0.00064,              2.8151,                0.95,             0.18433,             0.04466,             0.32806,               1.539,              1.3766,             0.67949,                 0.2,               7.183,                   0,             0.00829,             0.81978,             0.56356,                   0,             0.06448,               0.308,                   0,                   0,                   0,                 0.5,              0.9811,                   0,                   0,                   2
             0.90599,             0.89648,              0.9466,             0.58556,            0.033686,           0.0079368,                   0,              0.0075,             0.01235,             0.90306,             0.00063,              2.8989,                0.95,             0.15257,             0.05068,             0.36531,              1.7588,             0.93216,             0.58195,                 0.2,              6.9653,                   0,             0.00612,             0.75315,             0.47875,                   0,             0.07317,             0.44661,                   0,                   0,                   0,                 0.5,             0.99315,                   0,                   0,              2.3838
             0.93031,             0.84884,             0.93604,              0.6405,            0.028038,           0.0097503,                   0,             0.00803,             0.01192,             0.87129,             0.00061,              3.0983,             0.94996,             0.15153,             0.05084,             0.37481,              1.5078,              1.1043,             0.59592,                 0.2,              7.0803,                   0,             0.00749,             0.76392,             0.55421,                   0,             0.07427,             0.48617,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.3352
             0.91542,             0.88094,             0.94611,             0.64131,            0.031711,           0.0088341,                   0,             0.00803,             0.01225,             0.89334,             0.00064,              2.8151,              0.9492,             0.15141,             0.05122,             0.36947,              1.4818,                1.05,             0.59539,                 0.2,              7.4714,                   0,              0.0071,             0.76334,             0.55685,                   0,             0.07409,              0.4648,                   0,                   0,                   0,                 0.5,             0.98842,                   0,                   0,              2.2843
             0.93499,             0.88372,             0.94747,             0.64572,            0.031886,           0.0088261,                   0,             0.00764,             0.01235,             0.87376,             0.00059,              3.3384,                0.95,             0.10895,             0.05053,             0.33953,              1.7689,              1.1089,             0.53817,                 0.2,              7.4714,                   0,             0.00697,             0.80352,             0.60038,                   0,             0.07427,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3132
             0.86911,             0.88372,             0.94771,             0.60053,            0.032836,           0.0087388,                   0,             0.00778,             0.01235,             0.89187,             0.00067,              2.5168,                0.95,             0.15551,             0.05053,             0.36802,              1.5494,              1.0116,             0.56459,                 0.2,              7.5281,                   0,             0.00717,             0.76784,              0.5412,                   0,              0.0749,             0.47503,                   0,                   0,                   0,                 0.5,             0.89129,                   0,                   0,              2.2162
             0.91205,             0.87209,             0.95358,             0.66718,            0.027956,           0.0087277,                   0,             0.00758,             0.01223,             0.89287,             0.00064,              2.8016,             0.93061,              0.1526,             0.05071,             0.36981,              1.4555,              1.0144,             0.58271,                 0.2,              7.4568,                   0,             0.00691,             0.73018,             0.55988,                   0,             0.07381,              0.4567,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,               2.328
             0.91459,             0.87164,             0.94381,             0.64755,            0.028227,           0.0092044,                   0,             0.00802,             0.01238,             0.89506,             0.00064,              2.8113,             0.94964,             0.15112,             0.05053,             0.37188,              1.4678,              1.0509,             0.59592,                 0.2,              7.4848,                   0,             0.00697,             0.75315,             0.55508,                   0,              0.0744,             0.46541,                   0,                   0,                   0,                 0.5,             0.98195,                   0,                   0,              2.3102
             0.88292,             0.88372,              0.9387,              0.6384,            0.031803,           0.0094902,                   0,             0.00775,             0.01242,              0.8936,             0.00061,              2.7727,                0.95,             0.15095,             0.05053,             0.38448,              1.5152,              1.1042,             0.60111,                 0.2,              7.4714,                   0,             0.00765,             0.68568,             0.49964,                   0,             0.07279,             0.47574,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0601
             0.91655,             0.86047,             0.94125,             0.63766,            0.028814,            0.008045,                   0,             0.00883,             0.01149,             0.85923,             0.00058,              2.8408,                0.95,             0.13162,             0.05053,             0.29618,              1.8616,             0.97501,             0.52321,                 0.2,              6.1521,                   0,             0.00861,             0.81192,             0.63533,                   0,             0.07107,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3132
             0.91145,             0.88372,             0.94254,             0.63617,            0.033674,           0.0091301,                   0,             0.00826,             0.01193,             0.90664,             0.00067,              2.8711,             0.92325,             0.15846,             0.05603,             0.32885,              1.4705,              1.0111,               0.646,                 0.2,              7.4413,                   0,             0.00746,              0.7777,             0.48266,                   0,             0.06933,              0.4645,                   0,                   0,                   0,                 0.5,              0.9438,                   0,                   0,              2.3132
              0.9464,             0.86047,             0.95115,             0.63694,            0.031542,           0.0088966,                   0,              0.0085,             0.01266,             0.86582,             0.00059,              2.8151,                0.95,             0.15095,             0.05715,             0.37186,              1.4871,              0.9312,             0.62709,                 0.2,              7.0836,                   0,             0.00664,                 0.9,             0.55421,                   0,             0.07427,             0.46684,                   0,                   0,                   0,                 0.5,             0.94629,                   0,                   0,              2.1987
             0.90834,             0.88372,              0.9455,             0.60166,            0.031394,           0.0094483,                   0,             0.00834,             0.01287,             0.92656,             0.00066,              2.6291,                0.95,             0.15311,             0.05292,             0.37304,              1.5166,             0.98974,             0.59592,                 0.2,              7.4714,                   0,             0.00683,             0.76033,             0.54098,                   0,             0.07427,              0.4645,                   0,                   0,                   0,                 0.5,              0.9758,                   0,                   0,              2.8049
             0.89196,               0.864,             0.91521,             0.58122,            0.036468,            0.010232,                   0,             0.00803,              0.0112,             0.89506,             0.00061,              2.8151,                0.95,             0.15095,             0.05522,             0.45828,              1.2859,              1.1443,             0.60528,                 0.2,              7.3738,                   0,             0.00692,              0.7984,             0.55421,                   0,             0.07508,             0.40147,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93633,               0.855,             0.93753,              0.6197,            0.029467,           0.0092284,                   0,             0.00824,             0.01265,             0.87724,             0.00056,              2.7877,                0.95,             0.15095,             0.05053,             0.35216,              1.4698,              1.0509,                 0.5,                 0.2,              7.3242,                   0,             0.00714,             0.75315,             0.60789,                   0,              0.0649,             0.41658,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7586
              0.9264,             0.87821,             0.94547,              0.6571,            0.028491,           0.0085026,                   0,              0.0079,             0.01144,             0.89094,             0.00067,              2.8151,                0.95,             0.14444,             0.05053,             0.36227,              1.4638,              1.0491,             0.53349,                 0.2,                   8,                   0,             0.00676,              0.7433,             0.48636,                   0,             0.07427,              0.4645,                   0,                   0,                   0,                 0.5,             0.98572,                   0,                   0,              2.1763
              0.9269,             0.89535,             0.95334,             0.63605,            0.027006,           0.0091863,                   0,             0.00862,             0.01235,             0.85263,             0.00064,              2.3677,                0.95,             0.17238,             0.04615,             0.37186,              1.4698,              1.0509,             0.59592,                 0.2,              7.0929,                   0,             0.00697,             0.80583,             0.54884,                   0,             0.08905,             0.40239,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.4605
             0.87353,             0.88348,             0.94156,             0.64255,            0.018628,            0.009042,                   0,             0.00928,             0.01235,             0.89506,              0.0008,              2.9676,              0.7034,             0.15095,              0.0334,             0.41195,              1.4698,              1.0509,             0.60572,                 0.2,              5.5493,                   0,             0.00697,             0.68084,             0.57313,                   0,             0.05817,             0.44906,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.91819,             0.87209,             0.94675,             0.62986,            0.027273,           0.0077006,                   0,             0.00766,             0.01235,             0.89506,             0.00062,              2.8119,                0.95,             0.13148,             0.04291,              0.2969,              1.7809,              1.0242,                 0.5,                 0.2,                   8,                   0,             0.00784,             0.63084,              0.5123,                   0,             0.07307,             0.53275,                   0,                   0,                   0,                 0.5,             0.98895,                   0,                   0,              2.3486
             0.90447,             0.88076,             0.93881,             0.59933,            0.034399,           0.0094108,                   0,             0.00678,             0.01235,             0.88341,             0.00064,              3.0163,             0.94748,             0.15095,             0.05053,             0.36918,              1.4698,              1.0643,             0.61613,                 0.2,              7.9577,                   0,             0.00697,             0.75106,             0.55554,                   0,             0.07644,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.92495,             0.87209,             0.95634,             0.65772,            0.028654,           0.0092617,                   0,             0.00692,             0.01225,             0.92075,             0.00066,              2.7729,             0.89275,             0.13675,              0.0543,             0.32404,              1.6296,              1.0829,             0.56127,                 0.2,              7.3828,                   0,             0.00697,             0.77921,             0.55421,                   0,             0.06851,             0.38317,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.4812
             0.85044,             0.89535,             0.92863,             0.61105,            0.031832,            0.010796,                   0,             0.00803,             0.01157,             0.86538,             0.00059,                3.33,             0.72057,             0.13381,             0.05153,             0.40467,              1.3811,              1.0509,             0.59592,                 0.2,              6.2893,                   0,             0.00728,             0.75315,             0.55421,                   0,             0.07912,             0.43196,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9878
             0.88172,             0.86681,              0.9135,             0.55958,            0.035588,            0.015394,                   0,             0.00858,             0.01235,                0.98,             0.00048,              2.4882,             0.77158,             0.15429,             0.05053,             0.37186,               1.443,              1.6097,             0.51444,                 0.2,                   8,                   0,             0.00659,             0.57899,             0.30569,                   0,             0.06199,             0.50656,                   0,                   0,                   0,                 0.5,             0.73272,                   0,                   0,              3.2914
             0.86518,             0.82089,             0.92309,             0.58876,            0.025468,           0.0072245,                   0,               0.005,                0.01,             0.85933,             0.00048,              2.0724,                0.95,             0.15549,              0.0408,             0.46555,               1.503,             0.82955,             0.53553,                 0.2,              7.4714,                   0,              0.0112,             0.54635,              0.5904,                   0,             0.05801,             0.49776,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0702
             0.86011,             0.92941,             0.94351,             0.65108,            0.027169,           0.0092667,                   0,             0.00744,             0.01193,             0.87804,             0.00062,              2.8151,             0.87921,             0.15887,             0.04693,             0.39548,              1.4451,              1.0659,             0.57399,                 0.2,              7.4162,                   0,             0.00675,             0.72069,             0.51346,                   0,             0.07323,             0.45784,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.1358
             0.94681,             0.82794,             0.94162,             0.64781,            0.028244,            0.009015,                   0,             0.00807,             0.01262,             0.90064,             0.00064,              2.8087,                0.95,             0.15216,             0.05106,             0.37504,              1.4434,              1.0248,             0.59592,                 0.2,              7.6563,                   0,             0.00691,             0.74564,             0.54628,                   0,             0.07509,              0.4645,                   0,                   0,                   0,                 0.5,             0.97824,                   0,                   0,               2.472
             0.90347,             0.89535,             0.95648,             0.66683,            0.030928,           0.0097876,                   0,               0.008,             0.01332,             0.85726,             0.00064,              2.8151,                0.95,             0.15095,             0.05606,             0.33008,              1.2733,              0.9606,             0.59592,                 0.2,              7.0599,                   0,              0.0076,             0.71819,             0.52619,                   0,             0.07165,              0.4645,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,               2.581
              0.8331,             0.87062,             0.93711,             0.58547,            0.032107,            0.010926,                   0,              0.0064,             0.01234,             0.86118,             0.00049,              3.6492,             0.71691,             0.18781,             0.05403,             0.37688,             0.80196,              1.1162,                 0.5,                 0.2,              7.2864,                   0,             0.00698,             0.77282,             0.47529,                   0,             0.10942,             0.40652,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.8047
             0.90564,             0.89287,             0.93501,             0.63988,            0.034156,            0.013858,                   0,             0.00778,             0.01311,             0.87283,             0.00071,              2.9358,                0.95,             0.10306,              0.0595,             0.28913,              1.1716,              1.3143,             0.67286,                 0.2,              7.2704,                   0,             0.00623,             0.78736,             0.49304,                   0,             0.06278,             0.42542,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5292
             0.90521,             0.88837,             0.94984,             0.64708,            0.028719,            0.013315,                   0,              0.0053,             0.01369,             0.85474,             0.00079,              3.2323,                0.95,             0.16874,             0.05014,             0.37688,              1.2638,              1.2718,             0.76814,                 0.2,              6.1061,                   0,             0.00674,             0.81371,             0.48109,                   0,              0.0771,             0.45556,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.92286,             0.83471,             0.94652,             0.61227,            0.030136,            0.012028,                   0,             0.00697,             0.01053,              0.8696,              0.0006,              3.1313,             0.88193,             0.15068,             0.04732,             0.38688,              1.1072,              1.1816,             0.73037,                 0.2,                   8,                   0,             0.00638,             0.83221,             0.46514,                   0,             0.07324,             0.38778,                   0,                   0,                   0,                 0.5,             0.97618,                   0,                   0,              2.0385
             0.90501,              0.8863,              0.9393,             0.60127,            0.040318,            0.013319,                   0,             0.00668,             0.01454,             0.83379,             0.00065,              3.2984,                0.95,             0.12969,             0.06432,             0.36032,              1.1954,              1.2932,             0.71768,                 0.2,                   8,                   0,             0.00553,             0.77928,             0.48653,                   0,             0.07324,              0.4896,                   0,                   0,                   0,                 0.5,             0.95792,                   0,                   0,              2.1773
             0.86987,             0.85503,             0.93761,             0.60857,            0.026686,           0.0082244,                   0,             0.00735,              0.0129,             0.82266,             0.00058,              3.1933,              0.9003,             0.15148,             0.04851,              0.4647,              1.0268,             0.84614,             0.62809,                 0.2,              4.5589,                   0,             0.00622,             0.77282,             0.40299,                   0,             0.06512,              0.5166,                   0,                   0,                   0,                 0.5,             0.69368,                   0,                   0,              2.3671
             0.94378,             0.88372,             0.96171,             0.65393,            0.029232,            0.013084,                   0,             0.00788,             0.01143,             0.85474,             0.00061,              3.1119,                0.95,             0.14664,             0.05152,             0.35791,              1.1171,              1.2921,             0.76098,                 0.2,              6.6994,                   0,             0.00637,             0.77282,             0.45179,                   0,             0.07182,             0.43614,                   0,                   0,                   0,                 0.5,             0.96703,                   0,                   0,                   2
             0.90308,              0.8668,             0.93392,             0.60035,            0.034024,            0.012234,                   0,              0.0072,             0.01078,              0.8666,             0.00064,              2.9489,                0.95,              0.1476,             0.05367,             0.37405,              1.2234,              1.2297,             0.73191,                 0.2,              7.2704,                   0,             0.00623,             0.77178,             0.44162,                   0,             0.07927,             0.48546,                   0,                   0,                   0,                 0.5,             0.91649,                   0,                   0,              2.4715
             0.89793,             0.81839,             0.94452,             0.57516,            0.029486,            0.012724,                   0,              0.0072,              0.0118,             0.80406,             0.00061,              3.1933,             0.73334,             0.13938,             0.04237,             0.44311,             0.97289,              1.2382,             0.72127,                 0.2,              7.6393,                   0,             0.00582,              0.7032,             0.48109,                   0,             0.08096,             0.49217,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93135,             0.88372,             0.94582,             0.56936,            0.034051,            0.013038,                   0,             0.00721,             0.01208,             0.85474,              0.0006,              3.0834,                0.95,             0.14848,             0.05083,              0.3782,              1.1473,              1.3015,             0.73815,                 0.2,              7.1875,                   0,             0.00623,             0.80008,             0.48109,                   0,             0.07727,              0.4896,                   0,                   0,                   0,                 0.5,             0.95669,                   0,                   0,                   2
             0.85974,             0.93023,             0.94405,              0.5961,             0.04429,            0.013763,                   0,             0.00675,                0.01,             0.83371,             0.00061,              3.6383,             0.85474,             0.17567,             0.06629,             0.27515,               1.371,              1.1322,             0.72887,                 0.2,              7.2704,                   0,             0.00623,             0.73119,             0.48109,                   0,             0.07324,             0.49557,                   0,                   0,                   0,                 0.5,             0.90637,                   0,                   0,              2.6269
             0.93266,             0.89535,             0.95922,             0.61852,            0.030668,             0.01089,                   0,             0.00769,             0.01306,             0.85767,             0.00061,              2.9892,                0.95,             0.14343,             0.05007,             0.33884,              1.1448,               1.257,             0.60576,                 0.2,              7.3996,                   0,             0.00698,             0.73967,             0.49941,                   0,             0.06373,             0.52653,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93741,              0.8707,             0.94455,             0.61685,            0.022796,            0.012175,                   0,              0.0072,             0.01134,             0.86274,             0.00053,              3.1933,             0.91724,             0.11403,             0.03748,             0.38759,              1.0702,              1.1987,             0.76422,                 0.2,              7.2704,                   0,             0.00785,             0.68289,             0.59484,                   0,             0.09534,              0.4896,                   0,                   0,                   0,                 0.5,             0.86078,                   0,                   0,                   2
             0.86829,             0.93023,              0.9501,              0.5637,            0.030499,            0.015717,                   0,             0.00462,              0.0118,             0.90851,             0.00062,               2.331,             0.85544,             0.18437,             0.04642,             0.35142,              1.3021,              1.4983,             0.77831,                 0.2,              7.6335,                   0,             0.00649,             0.77282,             0.45331,                   0,             0.06397,             0.41317,                   0,                   0,                   0,                 0.5,             0.95402,                   0,                   0,                   2
              0.8923,             0.86705,             0.94171,             0.61918,             0.03211,            0.011418,                   0,             0.00667,              0.0118,             0.85885,             0.00061,              2.0928,                0.95,             0.14904,             0.05558,             0.27364,              1.2546,              1.2402,             0.59871,                 0.2,              6.9368,                   0,             0.00656,             0.75926,             0.44939,                   0,             0.07488,             0.39998,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.88679,              0.9186,             0.95529,             0.60188,            0.031929,            0.012187,                   0,              0.0072,              0.0118,             0.86881,             0.00061,              3.1806,                0.95,             0.13594,              0.0496,             0.37593,              1.1448,               1.217,             0.75914,                 0.2,              7.9377,                   0,             0.00619,             0.74085,             0.46908,                   0,             0.06955,             0.45264,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.89244,             0.86836,             0.94606,             0.63447,            0.031852,            0.012743,                   0,             0.00611,                0.01,             0.85184,              0.0006,              3.4941,                0.95,             0.13725,             0.05385,             0.37688,              1.1312,              1.2718,             0.73376,                 0.2,              6.5525,                   0,             0.00677,             0.77282,             0.50719,                   0,             0.06519,              0.4896,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.3247
