               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11215,            0.025283,                   0,            0.003098,              0.9186,            0.017928,           0.0036934,             0.10896,            0.016853,                   0,              0.0883,              0.0013,              0.0013
                   1,            0.086184,            0.017352,                   0,             0.17905,             0.84884,             0.33881,             0.11951,            0.055237,            0.011852,                   0,            0.075699,           0.0026991,           0.0026991
                   2,            0.071401,            0.013409,                   0,             0.65557,             0.36047,             0.50481,             0.23228,            0.050984,           0.0096121,                   0,            0.063097,           0.0040973,           0.0040973
                   3,            0.063428,            0.011527,                   0,              0.7355,                 0.5,             0.72668,             0.35712,            0.044468,           0.0086417,                   0,            0.050495,           0.0054946,           0.0054946
                   4,            0.056121,            0.010558,                   0,             0.64401,             0.54651,              0.7308,             0.33503,            0.047001,           0.0072415,                   0,            0.037891,           0.0068909,           0.0068909
                   5,            0.050945,           0.0096613,                   0,             0.51845,             0.63953,             0.59396,             0.29126,            0.048134,           0.0067608,                   0,            0.025286,           0.0082863,           0.0082863
                   6,            0.048478,           0.0088696,                   0,             0.53622,             0.73946,              0.6984,             0.32248,            0.037705,           0.0079157,                   0,            0.012681,           0.0096808,           0.0096808
                   7,             0.04641,           0.0080577,                   0,             0.72153,             0.73256,             0.74233,             0.29022,            0.047763,           0.0080159,                   0,           0.0099769,           0.0099769,           0.0099769
                   8,            0.042062,           0.0080537,                   0,             0.41216,             0.43023,              0.4125,             0.20301,            0.035308,           0.0092034,                   0,           0.0099769,           0.0099769,           0.0099769
                   9,            0.038004,           0.0074918,                   0,             0.40129,             0.69767,             0.45372,             0.19496,            0.039324,           0.0096722,                   0,           0.0099736,           0.0099736,           0.0099736
                  10,            0.037669,           0.0070931,                   0,             0.30674,              0.4219,             0.28105,             0.12497,            0.053325,           0.0086122,                   0,           0.0099703,           0.0099703,           0.0099703
                  11,            0.036009,           0.0070305,                   0,             0.46247,             0.40698,             0.33962,             0.14104,            0.048899,           0.0090988,                   0,            0.009967,            0.009967,            0.009967
                  12,            0.033161,           0.0066874,                   0,             0.63295,             0.61628,             0.60184,              0.2572,             0.04996,           0.0088582,                   0,           0.0099637,           0.0099637,           0.0099637
                  13,            0.031992,           0.0064159,                   0,             0.43718,                 0.5,              0.3972,             0.15018,            0.079117,           0.0092878,                   0,           0.0099604,           0.0099604,           0.0099604
                  14,             0.03072,           0.0060118,                   0,             0.62748,             0.74419,             0.77033,             0.39493,            0.037777,           0.0075495,                   0,           0.0099571,           0.0099571,           0.0099571
                  15,             0.02821,           0.0057815,                   0,             0.80011,             0.79123,             0.87143,             0.50251,            0.031967,           0.0068007,                   0,           0.0099538,           0.0099538,           0.0099538
                  16,            0.027623,           0.0054837,                   0,             0.56007,             0.52326,             0.50587,             0.22419,            0.078028,           0.0089066,                   0,           0.0099505,           0.0099505,           0.0099505
                  17,            0.026669,           0.0052503,                   0,             0.74041,             0.63018,             0.66579,             0.34301,            0.040145,           0.0079768,                   0,           0.0099472,           0.0099472,           0.0099472
                  18,            0.025443,           0.0050516,                   0,             0.73049,             0.76744,             0.80171,             0.47887,            0.032605,           0.0074403,                   0,           0.0099439,           0.0099439,           0.0099439
                  19,            0.024308,           0.0048638,                   0,             0.80597,             0.81395,              0.8756,             0.51652,            0.029682,           0.0076127,                   0,           0.0099406,           0.0099406,           0.0099406
                  20,            0.023887,           0.0046888,                   0,             0.79234,             0.79862,             0.82559,             0.50386,            0.027157,           0.0079007,                   0,           0.0099373,           0.0099373,           0.0099373
                  21,            0.024117,           0.0045269,                   0,             0.88183,             0.78095,             0.86417,             0.58547,            0.027565,           0.0064397,                   0,            0.009934,            0.009934,            0.009934
                  22,            0.022451,           0.0043689,                   0,             0.88164,             0.87209,             0.90848,             0.60093,            0.028753,           0.0065749,                   0,           0.0099307,           0.0099307,           0.0099307
                  23,            0.022336,           0.0041072,                   0,             0.93041,             0.76744,             0.88787,             0.56744,            0.027672,           0.0074177,                   0,           0.0099274,           0.0099274,           0.0099274
                  24,            0.021311,           0.0039399,                   0,             0.93978,             0.73256,              0.8843,             0.55421,            0.027485,           0.0083406,                   0,           0.0099241,           0.0099241,           0.0099241
