               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.018155,           0.0060041,                   0,             0.97554,             0.96512,             0.98335,             0.79485,            0.013444,           0.0029876,                   0,              0.0753,              0.0013,              0.0013
                   1,            0.017908,           0.0058499,                   0,             0.98803,             0.96006,             0.98473,             0.79013,            0.013451,           0.0029202,                   0,            0.049642,            0.002642,            0.002642
                   2,            0.019485,           0.0058897,                   0,             0.98784,             0.94451,             0.98464,             0.79837,             0.01347,           0.0030224,                   0,            0.023976,            0.003976,            0.003976
                   3,            0.017921,           0.0059968,                   0,             0.96404,             0.93513,             0.98251,             0.79275,            0.014093,           0.0028585,                   0,            0.004955,            0.004955,            0.004955
                   4,            0.017177,           0.0054926,                   0,                0.95,             0.97674,             0.98317,             0.80198,            0.013161,           0.0029238,                   0,            0.004955,            0.004955,            0.004955
                   5,            0.017981,            0.005609,                   0,             0.96489,             0.95862,             0.98422,             0.78447,            0.013335,           0.0029384,                   0,             0.00494,             0.00494,             0.00494
                   6,            0.017553,           0.0055373,                   0,             0.96516,             0.96512,             0.98421,             0.78491,            0.014068,           0.0030916,                   0,            0.004925,            0.004925,            0.004925
                   7,            0.016862,           0.0054854,                   0,             0.99103,             0.95349,             0.98445,             0.79386,            0.014155,           0.0029804,                   0,             0.00491,             0.00491,             0.00491
                   8,            0.017263,           0.0052472,                   0,             0.98417,             0.94186,             0.98146,              0.7733,            0.014781,           0.0031014,                   0,            0.004895,            0.004895,            0.004895
                   9,            0.018049,           0.0053998,                   0,             0.97372,             0.96512,             0.98216,             0.77987,             0.01374,            0.003059,                   0,             0.00488,             0.00488,             0.00488
                  10,            0.017036,           0.0053613,                   0,             0.98538,             0.93023,             0.97996,             0.78695,            0.013989,           0.0030738,                   0,            0.004865,            0.004865,            0.004865
                  11,            0.016864,           0.0050911,                   0,             0.99281,             0.94186,             0.98288,             0.77694,            0.014175,           0.0031868,                   0,             0.00485,             0.00485,             0.00485
                  12,            0.018827,           0.0058521,                   0,             0.98551,             0.95349,             0.98314,             0.80029,            0.014319,           0.0031293,                   0,            0.004835,            0.004835,            0.004835
                  13,            0.017611,           0.0055829,                   0,              0.9841,             0.94186,             0.98127,             0.78633,            0.014195,           0.0032226,                   0,             0.00482,             0.00482,             0.00482
                  14,            0.017309,           0.0053974,                   0,                   1,             0.92921,             0.98202,             0.79768,             0.01378,            0.003243,                   0,            0.004805,            0.004805,            0.004805
                  15,             0.01701,           0.0052675,                   0,             0.97217,             0.95349,             0.98149,             0.77813,            0.014506,           0.0032561,                   0,             0.00479,             0.00479,             0.00479
                  16,            0.017389,           0.0053116,                   0,             0.98573,              0.9186,             0.98018,             0.77663,            0.014905,           0.0033355,                   0,            0.004775,            0.004775,            0.004775
                  17,            0.015718,           0.0052743,                   0,                   1,             0.91335,             0.98011,             0.78459,            0.014794,           0.0033223,                   0,             0.00476,             0.00476,             0.00476
                  18,            0.017282,           0.0055745,                   0,             0.98382,             0.95349,             0.98176,             0.77893,            0.014473,           0.0031848,                   0,            0.004745,            0.004745,            0.004745
                  19,            0.016955,           0.0054987,                   0,              0.9761,             0.94995,             0.98125,             0.78165,            0.014522,           0.0031794,                   0,             0.00473,             0.00473,             0.00473
                  20,             0.01775,           0.0055339,                   0,             0.98776,             0.93805,              0.9807,             0.78364,            0.014253,           0.0032269,                   0,            0.004715,            0.004715,            0.004715
                  21,            0.017383,           0.0059636,                   0,             0.98776,             0.93844,             0.97675,             0.78512,            0.014444,           0.0032697,                   0,              0.0047,              0.0047,              0.0047
